gt,eid,uid,cid0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
1,FqpHboRtkoRUU1zthejYjWhzRy5S6p7b,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,23,0,0,13,0,0,0,0,0,0,38,0,5,0,9,0,8,0,15,0,10,0,0,0,0,0,12,0
0,LmENAtavcDqxVrPN7j8xNGTLxeQMLi2E,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,32,65,44,62,0,0,0,37,8,3,0,23,0,0,0,12,5,5,19,0,0,0,35,0,1,26
0,BxR5XM6DXnDlyXChlQFtgsFNvTkRDfGo,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,14,77,31,0,8,0,0,0,23,0,0,0,11,0
0,hJnggOxmMerwVaImXs6zdyICvPfbE0Mu,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,0,0,0,0,0,0,0,0,123,61,6,16,0,0,8,35,0,0,0,17,0,4,37,1,0,0,0,4,4,5
0,eakdJaYNzY2KmT602U8CscAjNHHpGkgl,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,23,19,0,0,0,0,0,0,0
0,hYuJkTfO299GTgsGZVjGUrwFLmSHWt1h,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,61,99,0,0,0,0,39,78,38,0,0,0,0,0,28,124,0,0,24,0,0,0,14,0,0,0,0,29
0,YE1rovPZph43LumR0tvbOJ2qHlGYgJD3,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,0,0,0,0,0,0,0,0,0,46,37,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,95,0,4,70
0,hCxbmPBmjgsEuMY36HnZH4x3BwWFnCUn,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,0,0,0,0,72,3,70,0,0,0,3,6,3,3,54,0,21,0,3,5,8,179,3,4,3,3,2,0,18,0
1,tp9GLoYyljDV6mILQxrtrv1Iw4qcPl5Z,KHPw0gmg1Ad3V07TqRpyBzA8mRjj7mkt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0
1,BTWrAWjg41jpM1wlPsS1mmQbZAFIvx2o,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0
1,5c4hvAeAP4j0yjgcIlRcN5COkgiaReGB,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,84,0,0,35,0,0,0,0,0,0
0,fk6M5zvAixRAZUfu4EQXWRUqbHXJ8ozI,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,34,13,8,7,6,6,4,0,0,3,28,0,0,0,4,0,0,3,40,0,0,0,0,10,70,2,3,14
0,OEQBiRbbo3yEBzKSHcNX9ESBTSUy08ze,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,0,0,0,0,3,178,0,0,0,0,0,0,0,309,16,230,0,21,34,0,20,112,91,0,0,0,0,0,0,0
1,tp9GLoYyljDV6mILQxrtrv1Iw4qcPl5Z,5X6FeZozNMgE2VRi3MJYjkkFK8SETtu2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
0,DQc7biTrxhx8iOotQIWsbdOkps5WbE4n,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,8,0,20,11,7,5,0,0,0,33,0,0,2,0,0,0,2,0,0,8,42,0,0,78,2,0,0,0,0
0,odZ6aNQM5jmHR6equy1UbQNECagCG30H,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,33,0
0,ovHCQYr9AN11wjsMSXgrrfZYjnsLRPlt,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,8,8,0,1,0,0,0
0,wtEL0kyjtEckFthBijmosgZf7NLu9YGI,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,20,20,0,0,0,17,56,0,0,0,0,0,41,0,0,0,6,5,0,0,0,0,0,0,0,0
1,JQmkAJXz6EeeZ5Z81NC9zdrN1q26ayVV,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
0,zlC9nEdRrqLSPX386Mctiz9fIdlU29GI,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,0,0,0,0,0,0,0,0,0,0,52,7,7,0,29,0,9,0,0,0,0,5,55,0,0,0,0,0,6,37
1,wCKxyDpTEsiI3UuDi33CaUGYhXjKnrBv,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,53,2,0,36,0,2,0,0,6,7,2,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,088SASUPOVYUGhoEly8vlrkGvRBJoNwp,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,255,278,36,0,44,20,0,97,37,0,66,127,76,186,0,0,0,0,23,0,0,52,0,0,180,0,48,220,107,109
1,0XSMtliXiWzvML1r2AHrvvzWxbczqfFP,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,10,24,16,5,0,0,0,12,8,0,0,19,32,11,0,0,8,33,0,0,0,14,10,0,0,0
0,dVrI78sxgoYT3MlSxP5MO5PAghA22IR5,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,0,0,0,14,0,0,0,4,0,0,0,18,0
1,1h4cVFonLTW8vs6Jg6kDELHITwYJukUb,TAYxxh39I2LZnftBpL0LfF2NxzrCKpkx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1,iYWLR7w0j5yEEe1bCu5IYYyXjnXbv448,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,sCWjaCdQgPG4luWVibBOMct2SemKMEsA,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,51,31,0,0,0,0,18,0,0,0,0,0,0,0,0,8,0,0,0,44,0,0,0,0,0,110,33,0,0
0,EfoxsYvaiqTPtWZL7NNMHTBPpoZQt5UK,KHPw0gmg1Ad3V07TqRpyBzA8mRjj7mkt,0,7,5,0,46,21,0,0,14,10,0,33,5,0,16,29,0,107,30,0,4,0,0,16,42,44,0,0,0,34
1,O2P3OL1YuWbYShJfJIUxOipsTSIZNEDh,TAYxxh39I2LZnftBpL0LfF2NxzrCKpkx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,r8G4GCfhocWzeMWoztywtMUJfWkJOPBP,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,28,45,0,0,89,0,0,0,13
0,6oNhI3z3lPtYcSpGC1lnWpyyeDMBUOtK,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,0,0,0,0,57,0,0,5,5,0,0,0,0,0,0,0,0,12,0,0,0,5,0,15,0,0,0,0,28,0
0,VOk2tMX4Om8H9rOluqHSYKSF0893WkBh,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,13,14,0,0,0,0,0,0,0,7,0,0,0,0,0,0,65,0,0,17,0,0,90,0,0,0,0,0,0
1,UGUZBbcfHMx1kPtvkqokwFg3LouF2wFe,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,74,35,0,0,0,0,0,2,2,22,3,10,12,5,0,0,0,0,0,0,0,0,0
0,2QwHrFxGcIFGuR6TyUnlExhchaRL2Ipx,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,0,0,0,0,0,0,0,23,12,6,19,2,14,5,0,0,8,10,28,2,3,0,2,4,4,4,1,4,20,4
0,p2wMFAbprwZ3a6rj69XCb15JQrhMH0x5,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,58,24,36,24,64,28,17,33,57,54,223
0,7qv045C6d3lsYc0dcpEzjxRKKrSF1bvJ,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,0,0,0,0,0,0,0,0,0,0,6,0,0,4,54,40,0,0,0,0,0,0,0,0,0,8,0,0,5,0
0,a1efNowRcq2gF4IVdG8KeX19HTVYcbsT,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,31,0,0,0,0,0,0,0,0,43,0,0,47,29,24,12,19,0,20,38,0,0,6,0,0,6
0,62YyUvqhoVODVh7xDWa0xLCH0y5FjlBk,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,82,5,0,0,0,0,0,0,0,0,0,0,0,0,8,49,0,0,0,9,69,33,0,0
1,zVX5LPwTGC1SEitxSfv31cubNXKJSEc2,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,6,0,0,0,0,0,0,4,0,0,0,13,26,0,0,0,2,2,0,0,0,0,0,0,0,0,2
0,zLbIc0VuQIeLT2KYFx2GtdofPWbdNbDb,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,31,0,0,0,16,0,0,0,0,0,0,0,4,8,0,0,0,13,0,16,0,0,0,0,0,0,13,0,0
1,BTWrAWjg41jpM1wlPsS1mmQbZAFIvx2o,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,pw6cK2a1Sg11o70Y9sMOyOCkYUg7dGT2,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,12,0,32,0,0,0,0,0,0,22,0
0,AijdQPadDK23Ehoii9sNoh4Y5SuiVMSs,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,63,0,18,28,33,0,2,0,61,4,4,57,0,0,10,7,4,0,56
0,KX5BZlmc3jj7sjPz9z6oeWBR4g741nY3,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,56,0,0,0,0,0,0,0,0,9,26,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,25,0
0,XtBoCIm5z9rBZf3TSn1HTLGYShbuOpWF,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,56,42,0,57,1,32,0,3,12,0,0,0,3,0,3
1,QWsS28fMmoFUPppickIq45t3ql27liMO,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,40,0,0,0
0,O6WL6sxvoPCZnvTLyTPxdXbnpOz3wcJ4,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,0,0,0,0,0,0,0,0,0,0,0,0,6,82,34,0,0,103,0,0,0,27,26,50,0,43,41,2,0,0
1,DCi269xliFApyw44YxSzPyj5Pgt2M5tq,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
0,YkREfBnDlxYQaxRY4SP2u9CxRGn95RNs,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,24,24,24,12,0,0,0,0,0,9,45,0,0,18,30,0,14,3,0
0,sNZ43ghPU2QwNk3cu7wYztVZWvmkGmKL,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,41,0
0,Ezy6V8fWn1ROYUz7Qr76nIMiDxOtyV3l,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,22,60,16,0,19,0,6,8,19,0,0,0,0,0,0,0,0,18
1,qiQV4QvaGwcxL5X25P0S7L8yQSv1E68B,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1,ZBrL8qhrUYrlbQInQ29R8ABOP4eSnXTf,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
0,d5yBYFv2WylSQtgiOFmBklhthll6tK0Y,KHPw0gmg1Ad3V07TqRpyBzA8mRjj7mkt,0,3,3,0,28,0,4,0,0,0,0,0,0,20,0,0,0,47,0,0,16,0,0,3,0,0,0,0,0,0
0,ah2KXEU3IJN3pCxNzFybzDR3Qrtpz7ty,TAYxxh39I2LZnftBpL0LfF2NxzrCKpkx,73,9,22,0,5,0,1,47,16,0,5,0,0,0,52,0,0,9,12,0,0,58,0,6,0,0,0,0,76,0
0,axZIEjfmM5YCLy6zKJ1oCgA6sjnF68qF,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,59,0,0,0,0,0,0,8,42,0
0,6StS9LZVzD1JCEHdX3B3dgRF2jaHrXuE,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,5,0,39,6,0,0,0,0,5,0,17,22,0,0,0,0,0,0,21,62,10,14,0,0,14,0,79,0,0
0,6IS7EPvZH5qwgjP7B7wKKNHDapbUNZzo,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,32,23,0,36,23,0,5,5,0,58,0,0,0,0,0,0,0,0,0,48,1,6,0,0,0,0,0,0,0
1,utmpIuItYUIbQcQEamReaU63bAkgtML0,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,0,0,0,4,16,6,0,23,12,3,0,0,7,1,0,0,3,0,19,0,1,0,0,15,0,0,0,0,10,0
0,BttUqG7aP3DWaBbIZQal1szLYpZUGYxR,5X6FeZozNMgE2VRi3MJYjkkFK8SETtu2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,19,31,14,2,4,3,2,0,49,21,6
1,5oMaebRH92bFLGhAYjKKsHZOcvRTEjCi,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,6,0,0,9,6,0,0,0
0,NDZPLUWhDZYfCHqHxQLjCEPUToySONXK,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,73,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,21,0,29,0,0,0,0,0,0,0
0,9PS6Icub6VXkyVUcoskrzajETE7Qoarh,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,38,0,52,0,0,0,0,82,0,0,0,0
0,sb9HpqmtQXzy4GRPW42B8uJZV0ROLolv,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,26,0,9,0,0,22,0,0,0,0,25,37,0,0,0,1,42,0,0,47,36,7,19,0,0,0,35,0,0
1,lx3mIE5HrYAt4QiI1gpAJ0GuSZSCOHlw,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1,HItAEHaYll6wspYe3RWVyumpkK4fspHO,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,xjNGbneCYQ3VMF43aEOWyxDf9diR3AtT,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,0,36,24,17,16,0,0,4,4,0,0,31,0,1,4,0,3,8
0,L9qMLlGWAeAI6zWAZIyJtn0wISNa3dxg,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,62,53,21,20,30,10,27,20,5,17,0,41,171,30,14,6,0,0,0,0,24,14,6,6,1,0,10,13,13,6
0,VjE2rNtZsxjASXCD3cjAZ2NlYOAEJmdw,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,59,102,4,0,0,39,4,0,0,0
1,4kLl614biFFId3NDN7A0dLSIRgkLIbcp,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1,7wsmBc1VZCsZl9vKT7kr89JuBWmcZ8vJ,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,28,0,0,5,2,2,1,39,0,1,0,0,0,0,1,0,0,0,0
1,2ExKwVL90NqoYptfHpPdrSxNAMA42jek,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,34,0,0,0,0,0,0,0,0,5,34,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1,kfq7KT5bB5EYh8pOfijeZyMqCV9XlzvB,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
0,y0ShuYCsPs7KrQYtEAsZvLSOwtOPPnTt,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,22,47,0,103,0,0,0,0,6,0,0,0,0,57,0,12,108,1,0,0,12,8,0,0,140
0,wZcImUaVVu0y0obZ9FG9GOa1XzNnm2Eu,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,84,29,37,22,0,4,37,0,7,3,4,6,0,0,4,0,0,0
0,CQnS7jwlQX4Rzl8yOMxPSUDxrggdVreZ,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,5,25,16,0,0,0,0,0,44,0,0,8,22,15,22,0,53,134
0,L53uUp7WslejVhIJ4RYix7Ex86wpUTta,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,1,0,0,0,0,0,45,44,0,14,0,0,0,0,20,0,0,23,0,13,40,0,0,88,0,0,26,37,10,0
0,5QvtQHpglyjvh0kQwzHhA2GZqYL3XXv4,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,1,65,22,0,21,30,9,4,27,0,0,4,3,5,0,30,0,0,0,0,3,3,29,0,0,0,0,0,6,21
0,HPp2Yy992FcBIXDjeQl0bEftbV1QFRDS,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,33,0,29,0,10,0,0,0,0,22,0,0,0,0,0,0,15,0,0,42,50,18,32,23,0,0,3,0,0
1,hS75RWIGUScrZIUkcAw24WtTs4QCROOJ,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,jZn0klM9Bk084k9gvux7E5DK1oO1FwuJ,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,0,0,0,0,52,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,16,0,0,18,0,65,0,0,12,0
0,0U6Ls9kSlXfs9NGu5KLvjyV4KJIOnn33,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,0,0,0,0,0,0,0,0,0,0,0,0,29,93,17,9,0,0,0,0,0,91,0,0,0,6,0,0,31,101
1,G1hMTDkkYZZqnio7WDrWbcOOCtaq048a,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,17,0,0,10,0,0,0,10,0,0,18,0,0,4,0
0,Phs10szxdjmMSwQVfL1e6Wco0T8RoIYb,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,36,0,0,0,0,0,94,24,0,0,4,0,0,0,0,0,0,60,2,2,5,0,0,28,11,4,0,4,0
1,brCwcNAlfL4JXRyFAab5FfRlZ9ytcp0g,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,57,0,78,29,0,0,0,53,12,57,31,0,47,2,45,0,0,0
0,lYDEU5rqoabUCkUv6PAp6yXs65jUoINl,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,15,0,31,0,54,7,0,0,0,0,0,3,0,19,0,0,47,0,0,0,4,0,0
1,fFA01fzdSRjcDwr0ehMd013KTApr9A7Y,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,6T4xJY2gwYtE5QjjwSRKhiFyXMdz19vj,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,12,0,12,0,0,0,0,0,0,0
0,z6geqGrrdwNfYdXDZWrdRQs7zSBn4xHv,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,27,0,0,0,0,0,0,42,0
0,8T9SDPczeGpl1YlyRoVuHRvQyI1gJpXn,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,12,16,10,0,1,9,0,15,0,0,0,6,0,0,8,10,18,0,0,0,1,22,3,0,0,0
1,2zijdtZPcsrYvyvmgApN5PnCXULBsIBX,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1T8ttUcZNn49U0rZpO9wSozsY7mAk229,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,24,0,21,0,3,0,0,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,21,29,57,0,0,0
0,eYjojB5xK9glOCyALWofo2s8GknClCxv,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,0,0,0,0,0,0,0,0,9,0,32,23,0,0,0,44,0,30,0,0,0,0,0,16,10,0,0,17,17,0
0,i2TcMzqPJiVMdRTci7pfB1IL0aqDXNpr,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,7,35,69,60,10,0,0,0,0,0,0,0,0,0,0,8,23,13,0,0,14,65,97,0,0
0,KLB37QYJN8t0EL36YBQwbNFhrNOkDtEN,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,76,65,47,0,15,0,33,1,5,2
0,JjUB2Pda6gwrfTnqO5VWFs4UWkoeAbBF,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,16,0,0,14,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
0,hPxsCM67DQ94rfwxorx5P1Bjo0HJ8D7R,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,56,6,4,1,2,1,13,2,0,3,13,24,0,0,6,2,92,1,1,1,1,60,2,2,2,3,2,2,1
1,sMrUw2AxZ0YWz20SsJtMPiP83vxb6oKS,TAYxxh39I2LZnftBpL0LfF2NxzrCKpkx,0,0,30,41,0,5,0,0,0,0,0,19,0,0,0,66,0,0,0,0,0,31,0,0,0,0,81,0,0,0
0,LFOxs4XFWHYYji5Id9JXOOvnYgzO3YDt,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,21,0,0,8,0,13,6,0,0,0,0,0,0,24,6,0,11,0,17,0,0,0,0,2,4,0
0,uQjl8NGtIQkRfoe9edBiMgtYYmdkzVXR,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,31,16,0,31,0,0,4,0,0,0,0,0,11,0,43,0,0,5,10,16,0,38,0,0,0,0,22,31,63
0,KGYS0gusFB4M4Yw8dSlir2XC52ExMjmU,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,0,0,0,0,0,0,0,0,0,0,109,7,0,55,0,34,0,0,0,8,5,4,0,12,0,0,0,10,49,10
0,3Oxj8zWCyF62pZTi6AMN4mxWMbfSrp0G,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,29,0,0,0,0,133,61,0
1,GtuEelYfNaXxzKOllxbFfafnobOPHIGx,KHPw0gmg1Ad3V07TqRpyBzA8mRjj7mkt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
1,a0ZMAjLLdX9TdINN8W76MtSeqY3THmDt,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,45,0,0,0,0,19,0,0,1,0,0,0,0,0,0,3,51,45,0,0,4,0,0,0,0,0
1,6HIBebNSnNEoSeekVShzxF3x0IcbgohT,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,7,0,0,0,7,0,13,0,0,5,1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
0,GexMn1szbSD50sX3ghgNlwAzziO50D2R,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,47,0,11,0,46,0,6,0,0,53,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,47
1,t7RC3r7IsQEZRo0AZ3H1xzYOJfGtExTf,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
0,o6XF1SfKH6ZCoUSmKko2PiEYslme0JZs,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,74,142,2,90,0,0,45,2,4,10,32
0,xC5auIx5EjJCsJXVxhOLOCVWQh5LEXXH,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,1,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,36,28,16,44,61,0,0,0,30,0,72,0,57
0,w7E7qBn5kmiZEA04zKGI7Bazei8tYDpa,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,64,34,148,15,0,0,0,0,0,0,0
0,2U9lw8FPULo5fsdkB6DxtFQelf9eiIe1,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,16,18,0,0,0,0,0,0,0,2,0,0,0,0,0,0,127,0,0,0,0,49,20,0,0,0
